ID, Name, Org Name, Total Networks Searched, Time Frame, Reason, Case #, Search Time, Search Type,Search Date,Search Time, , 
765044f4-5917-4e06-987f-584cfbe41aa0,Jena Kuhl,South Portland ME PD,6263.0,"11/06/2025, 10:00:38 PM UTC
11/13/2025, 10:00:38 PM UTC",Drug Investigation,,"11/13/2025, 10:00:21 PM UTC",lookup,2025-11-13 00:00:00,10:00:21,PM,UTC
b672c673-2cf6-4b4b-9a56-1743e71d5688,Jena Kuhl,South Portland ME PD,6263.0,"10/30/2025, 10:30:23 PM UTC
11/13/2025, 10:30:23 PM UTC",Drug Investigation,,"11/13/2025, 10:00:26 PM UTC",lookup,2025-11-13 00:00:00,10:00:26,PM,UTC
15b7cfa9-657b-4b71-ba23-1f6977929195,Jena Kuhl,South Portland ME PD,6263.0,"10/14/2025, 10:30:29 PM UTC
11/13/2025, 10:30:29 PM UTC",Drug Investigation,,"11/13/2025, 10:00:31 PM UTC",lookup,2025-11-13 00:00:00,10:00:31,PM,UTC
46eddedb-e65c-42f4-b9b0-a8d910fc640b,Jena Kuhl,South Portland ME PD,6263.0,"10/14/2025, 10:30:29 PM UTC
11/13/2025, 10:30:29 PM UTC",Drug Investigation,,"11/13/2025, 10:00:52 PM UTC",lookup,2025-11-13 00:00:00,10:00:52,PM,UTC
0152c062-0574-4cb5-b195-6c9a213133ba,Jeff Levesque,South Portland ME PD,2.0,"11/05/2025, 09:37:30 PM UTC
11/12/2025, 09:37:30 PM UTC",Saco forgery,,"11/12/2025, 09:37:42 PM UTC",lookup - Mobile,2025-11-12 00:00:00,09:37:42,PM,UTC
d4432209-ec59-44a8-ad4b-5a3b9161327d,Christopher Todd,South Portland ME PD,2.0,"11/11/2025, 06:00:06 PM UTC
11/12/2025, 06:00:06 PM UTC",CWB/Suicidal threats,,"11/12/2025, 05:31:11 PM UTC",search,2025-11-12 00:00:00,05:31:11,PM,UTC
4f924386-9e3c-44ac-85f3-2eb4ba9e11e6,Christopher Todd,South Portland ME PD,2.0,"11/11/2025, 06:00:06 PM UTC
11/12/2025, 06:00:06 PM UTC",CWB/Suicidal threats,,"11/12/2025, 05:33:06 PM UTC",search,2025-11-12 00:00:00,05:33:06,PM,UTC
8346b037-3de7-4523-9156-6ec12ff679a3,Jeff Levesque,South Portland ME PD,2.0,"10/13/2025, 04:30:12 PM UTC
11/12/2025, 04:30:12 PM UTC",mdea req,,"11/12/2025, 04:25:15 PM UTC",lookup,2025-11-12 00:00:00,04:25:15,PM,UTC
7ec7a1fc-70d9-46bf-bcf8-760df800bfbe,Christopher Todd,South Portland ME PD,2.0,"11/12/2025, 12:30:00 PM UTC
11/12/2025, 01:00:00 PM UTC",Camera test,,"11/12/2025, 01:09:04 PM UTC",search,2025-11-12 00:00:00,01:09:04,PM,UTC
4c894bbc-c07e-4686-9562-45e80263304b,Jeff Levesque,South Portland ME PD,2.0,"10/21/2025, 07:00:00 PM UTC
10/21/2025, 09:00:00 PM UTC",sopo boot barn theft,,"11/12/2025, 03:57:07 PM UTC",search,2025-11-12 00:00:00,03:57:07,PM,UTC
4cac5354-e847-487a-8b4d-97d44bb0a0d2,Jeff Levesque,South Portland ME PD,2.0,"10/13/2025, 04:30:09 PM UTC
11/12/2025, 04:30:09 PM UTC",sopo boot barn,,"11/12/2025, 04:02:19 PM UTC",lookup,2025-11-12 00:00:00,04:02:19,PM,UTC
1182d356-e33f-4c6a-a858-e13ee83fd0c0,Frank Stepnick,South Portland ME PD,2.0,"11/12/2025, 05:54:04 PM UTC
11/12/2025, 11:54:04 PM UTC",Suicidal person,,"11/12/2025, 11:54:06 PM UTC",search - Mobile,2025-11-12 00:00:00,11:54:06,PM,UTC
79aae002-04c5-417b-9a89-3800216d80fb,Jeff Levesque,South Portland ME PD,2.0,"11/11/2025, 11:54:28 PM UTC
11/12/2025, 11:54:28 PM UTC",Suisidal subject,,"11/12/2025, 11:54:30 PM UTC",search - Mobile,2025-11-12 00:00:00,11:54:30,PM,UTC
d6583229-3d72-41ef-892d-e15ccfe4a508,Jeff Levesque,South Portland ME PD,2.0,"11/11/2025, 11:55:33 PM UTC
11/12/2025, 11:55:33 PM UTC",Suisidal subject,,"11/12/2025, 11:55:34 PM UTC",search - Mobile,2025-11-12 00:00:00,11:55:34,PM,UTC
74aa9eff-f94e-4541-9e56-73e3ed3c1dfc,Frank Stepnick,South Portland ME PD,2.0,"11/12/2025, 05:55:59 PM UTC
11/12/2025, 11:55:59 PM UTC",Suicidal person,,"11/12/2025, 11:55:59 PM UTC",search - Mobile,2025-11-12 00:00:00,11:55:59,PM,UTC
17de6edd-0aa9-4dfd-9fc6-8d5d75c16500,Christopher Todd,South Portland ME PD,6273.0,"11/10/2025, 06:30:10 PM UTC
11/11/2025, 06:30:10 PM UTC",Windham missing person/endangered,,"11/11/2025, 06:20:15 PM UTC",lookup,2025-11-11 00:00:00,06:20:15,PM,UTC
58b3c73d-da35-4f81-a6ba-7fbc60ab2bfb,Christopher Todd,South Portland ME PD,6273.0,"11/10/2025, 06:30:10 PM UTC
11/11/2025, 06:30:10 PM UTC",Windham missing person/endangered,,"11/11/2025, 06:20:36 PM UTC",lookup,2025-11-11 00:00:00,06:20:36,PM,UTC
cc247fb0-d198-4406-9cae-1aecd7ce48ae,Christopher Todd,South Portland ME PD,2.0,"11/11/2025, 03:00:04 PM UTC
11/11/2025, 05:00:04 PM UTC",File 1 search,,"11/11/2025, 04:37:20 PM UTC",lookup,2025-11-11 00:00:00,04:37:20,PM,UTC
1550a058-59e4-4b81-9cce-7f56b8e1c2ff,Christopher Todd,South Portland ME PD,2.0,"11/11/2025, 03:00:04 PM UTC
11/11/2025, 05:00:04 PM UTC",File 1 search,,"11/11/2025, 04:38:04 PM UTC",lookup,2025-11-11 00:00:00,04:38:04,PM,UTC
a0645cfc-bd13-4fca-9988-db3943b04295,Christopher Todd,South Portland ME PD,2.0,"10/17/2025, 10:30:00 AM UTC
10/17/2025, 08:00:00 PM UTC",State law compliance check,,"11/10/2025, 02:37:52 PM UTC",lookup,2025-11-10 00:00:00,02:37:52,PM,UTC
618d7211-c764-446b-98db-753f1c1ae307,Christopher Todd,South Portland ME PD,2.0,"11/09/2025, 05:30:25 PM UTC
11/10/2025, 05:30:25 PM UTC",Theft investigation,,"11/10/2025, 05:12:26 PM UTC",lookup,2025-11-10 00:00:00,05:12:26,PM,UTC
227cf2a4-e994-4c0f-ba49-4d56d412ae8d,Christopher Todd,South Portland ME PD,2.0,"11/09/2025, 05:30:31 PM UTC
11/10/2025, 05:30:31 PM UTC",Theft-shoplifting suspect,,"11/10/2025, 05:14:34 PM UTC",search,2025-11-10 00:00:00,05:14:34,PM,UTC
85deff02-4b1c-4929-85e5-15f72f020e41,Christopher Todd,South Portland ME PD,2.0,"11/09/2025, 05:30:31 PM UTC
11/10/2025, 05:30:31 PM UTC",Theft-shoplifting suspect,,"11/10/2025, 05:15:54 PM UTC",search,2025-11-10 00:00:00,05:15:54,PM,UTC
59d481df-8cb6-45c6-abd2-52d588e2187b,Michael Armstrong,South Portland ME PD,9.0,"11/02/2025, 12:00:00 PM UTC
11/10/2025, 03:00:00 AM UTC",Stolen Vehicle,25-W11477,"11/10/2025, 02:33:46 AM UTC",lookup,2025-11-10 00:00:00,02:33:46,AM,UTC
7d2611ad-ab06-498b-88cf-1d850be8592b,Jeff Levesque,South Portland ME PD,2.0,"11/03/2025, 01:16:43 AM UTC
11/10/2025, 01:16:43 AM UTC",Windham,,"11/10/2025, 01:16:47 AM UTC",lookup - Mobile,2025-11-10 00:00:00,01:16:47,AM,UTC
986aea17-9a24-442f-870b-32f24ea00226,Jonathan Stearns,South Portland ME PD,2.0,"11/07/2025, 04:00:57 PM UTC
11/07/2025, 06:00:57 PM UTC",training,,"11/07/2025, 05:45:21 PM UTC",search,2025-11-07 00:00:00,05:45:21,PM,UTC
ae004e60-10d3-4b5c-867e-caa35f24a0af,Jeff Levesque,South Portland ME PD,6269.0,"11/06/2025, 10:17:14 AM UTC
11/07/2025, 10:17:14 AM UTC",Limerick,,"11/07/2025, 10:17:16 AM UTC",lookup - Mobile,2025-11-07 00:00:00,10:17:16,AM,UTC
2f1faef5-ca01-41cf-b6be-46d92531f520,Christopher Todd,South Portland ME PD,2.0,"11/04/2025, 03:00:00 PM UTC
11/04/2025, 05:00:00 PM UTC",Robbery investigation,,"11/07/2025, 04:56:25 PM UTC",search,2025-11-07 00:00:00,04:56:25,PM,UTC
08ccd2b7-9757-4115-ad86-6f1ed93df1fa,Christopher Todd,South Portland ME PD,2.0,"11/04/2025, 03:00:00 PM UTC
11/04/2025, 05:00:00 PM UTC",Robbery investigation,,"11/07/2025, 04:56:53 PM UTC",search,2025-11-07 00:00:00,04:56:53,PM,UTC
25888022-5cdf-4125-ad1a-bb056e5c65f2,Christopher Todd,South Portland ME PD,2.0,"10/08/2025, 06:00:18 PM UTC
11/07/2025, 07:00:18 PM UTC",Missing person,,"11/07/2025, 06:31:21 PM UTC",lookup,2025-11-07 00:00:00,06:31:21,PM,UTC
d8ba738d-5912-4450-a560-55062479ea85,Frank Stepnick,South Portland ME PD,2.0,"11/07/2025, 05:00:41 PM UTC
11/07/2025, 07:00:41 PM UTC",Attempt to locate,,"11/07/2025, 06:40:03 PM UTC",lookup,2025-11-07 00:00:00,06:40:03,PM,UTC
7ab286b4-98ba-41f0-9c4c-6b45071d19e4,Frank Stepnick,South Portland ME PD,127.0,"10/31/2025, 06:00:20 PM UTC
11/07/2025, 07:00:20 PM UTC",Attempt to locate,,"11/07/2025, 06:40:26 PM UTC",lookup,2025-11-07 00:00:00,06:40:26,PM,UTC
45e9dc65-905e-4141-a2b1-551001b0e9ce,Christopher Todd,South Portland ME PD,2.0,"11/05/2025, 06:30:00 PM UTC
11/05/2025, 07:30:00 PM UTC",Robbery investigation,,"11/07/2025, 05:01:50 PM UTC",search,2025-11-07 00:00:00,05:01:50,PM,UTC
b08f7486-310e-4dde-9ff5-9ffa8be31884,Christopher Todd,South Portland ME PD,2.0,"11/05/2025, 06:30:00 PM UTC
11/05/2025, 07:30:00 PM UTC",Robbery investigation,,"11/07/2025, 05:02:37 PM UTC",search,2025-11-07 00:00:00,05:02:37,PM,UTC
7e6f04e5-cbce-4297-b7ef-a9b5ea350e77,Christopher Todd,South Portland ME PD,2.0,"11/05/2025, 06:30:00 PM UTC
11/05/2025, 07:30:00 PM UTC",Robbery investigation,,"11/07/2025, 05:03:21 PM UTC",search,2025-11-07 00:00:00,05:03:21,PM,UTC
107d3524-b3a8-4471-85b9-a23cdf4f36b3,Christopher Todd,South Portland ME PD,1.0,"11/05/2025, 06:30:00 PM UTC
11/05/2025, 07:30:00 PM UTC",Robbery investigation,,"11/07/2025, 05:04:07 PM UTC",search,2025-11-07 00:00:00,05:04:07,PM,UTC
5fa92924-385f-4cbb-ad9d-60748cafe8cf,Christopher Todd,South Portland ME PD,1.0,"11/05/2025, 06:30:00 PM UTC
11/05/2025, 08:30:00 PM UTC",Robbery investigation,,"11/07/2025, 05:04:25 PM UTC",search,2025-11-07 00:00:00,05:04:25,PM,UTC
557fb186-3b59-4dcc-837d-2fbcb47a5278,Christopher Todd,South Portland ME PD,2.0,"11/07/2025, 03:30:07 PM UTC
11/07/2025, 05:30:07 PM UTC",Robbery investigation,,"11/07/2025, 05:06:08 PM UTC",search,2025-11-07 00:00:00,05:06:08,PM,UTC
0afb413f-f0da-4e00-bd5d-1982f24b7742,Christopher Todd,South Portland ME PD,2.0,"11/07/2025, 03:30:00 PM UTC
11/07/2025, 04:00:00 PM UTC",Camera test,,"11/07/2025, 05:19:34 PM UTC",search,2025-11-07 00:00:00,05:19:34,PM,UTC
ddf76744-dc53-4f6c-a7bb-1c8993bc715a,Frank Stepnick,South Portland ME PD,2.0,"11/07/2025, 03:30:26 PM UTC
11/07/2025, 05:30:26 PM UTC",Attempt to locate,,"11/07/2025, 05:21:32 PM UTC",search,2025-11-07 00:00:00,05:21:32,PM,UTC
bcdc0418-3a52-4fa7-97f3-fb206d937561,Christopher Todd,South Portland ME PD,2.0,"11/04/2025, 03:00:00 PM UTC
11/04/2025, 05:00:00 PM UTC",Robbery investigation,,"11/07/2025, 06:04:08 PM UTC",search,2025-11-07 00:00:00,06:04:08,PM,UTC
07022b82-a201-498a-b0d7-bad28cef1944,Christopher Todd,South Portland ME PD,2.0,"11/05/2025, 06:00:00 PM UTC
11/05/2025, 08:00:00 PM UTC",Robbery investigation,,"11/07/2025, 06:06:33 PM UTC",search,2025-11-07 00:00:00,06:06:33,PM,UTC
8d70eebd-156e-46b3-9b9c-116297dc6a43,Christopher Todd,South Portland ME PD,2.0,"11/05/2025, 05:00:00 PM UTC
11/05/2025, 09:00:00 PM UTC",Robbery investigation,,"11/07/2025, 06:07:47 PM UTC",search,2025-11-07 00:00:00,06:07:47,PM,UTC
db55618b-ae45-4cf2-8d3e-a1b7f99fcdcc,Christopher Todd,South Portland ME PD,2.0,"11/05/2025, 05:00:00 PM UTC
11/05/2025, 09:00:00 PM UTC",Robbery investigation,,"11/07/2025, 06:13:33 PM UTC",search,2025-11-07 00:00:00,06:13:33,PM,UTC
ce086842-821b-4e8d-ab3d-8749085b4cc7,Christopher Todd,South Portland ME PD,2.0,"11/05/2025, 03:00:00 PM UTC
11/05/2025, 11:00:00 PM UTC",Robbery investigation,,"11/07/2025, 06:16:19 PM UTC",search,2025-11-07 00:00:00,06:16:19,PM,UTC
aa2f7016-6a5f-42ce-b346-9ce1191e000e,Christopher Todd,South Portland ME PD,2.0,"11/05/2025, 03:00:00 PM UTC
11/05/2025, 11:00:00 PM UTC",Robbery investigation,,"11/07/2025, 06:16:42 PM UTC",search,2025-11-07 00:00:00,06:16:42,PM,UTC
106467db-906c-487c-a379-2bd09fdcd5e6,Christopher Todd,South Portland ME PD,2.0,"11/04/2025, 02:00:00 PM UTC
11/05/2025, 11:00:00 PM UTC",Robbery investigation,,"11/07/2025, 06:17:35 PM UTC",search,2025-11-07 00:00:00,06:17:35,PM,UTC
d3d650fe-24c8-417b-8aec-dd199284d1cb,Christopher Todd,South Portland ME PD,2.0,"10/24/2025, 05:30:57 PM UTC
11/07/2025, 06:30:57 PM UTC",robbery suspect search,,"11/07/2025, 06:21:01 PM UTC",lookup,2025-11-07 00:00:00,06:21:01,PM,UTC
8d96ac88-8fcf-4e86-a195-b1102d367866,Christopher Todd,South Portland ME PD,2.0,"10/17/2025, 05:30:00 PM UTC
11/07/2025, 06:30:00 PM UTC",robbery suspect search,,"11/07/2025, 06:22:14 PM UTC",lookup,2025-11-07 00:00:00,06:22:14,PM,UTC
d2bd3a4e-0e49-49a2-9992-437485b6fe3a,Christopher Todd,South Portland ME PD,2.0,"11/07/2025, 04:30:51 PM UTC
11/07/2025, 06:30:51 PM UTC",robbery suspect search,,"11/07/2025, 06:23:02 PM UTC",lookup,2025-11-07 00:00:00,06:23:02,PM,UTC
ea47e45e-5450-481f-b55b-02115b8e69e6,Christopher Todd,South Portland ME PD,2.0,"10/17/2025, 05:30:00 PM UTC
11/07/2025, 06:30:00 PM UTC",robbery suspect search,,"11/07/2025, 06:23:25 PM UTC",lookup,2025-11-07 00:00:00,06:23:25,PM,UTC
52d5d525-cf7f-4424-9f48-78f3f03c3da9,Christopher Todd,South Portland ME PD,2.0,"10/17/2025, 05:30:00 PM UTC
11/07/2025, 06:30:00 PM UTC",robbery suspect search,,"11/07/2025, 06:25:03 PM UTC",lookup,2025-11-07 00:00:00,06:25:03,PM,UTC
ad43d605-0199-47e7-b730-497a19320be8,Christopher Todd,South Portland ME PD,2.0,"10/10/2025, 05:30:00 PM UTC
11/07/2025, 06:30:00 PM UTC",robbery suspect search,,"11/07/2025, 06:25:53 PM UTC",lookup,2025-11-07 00:00:00,06:25:53,PM,UTC
0cc81661-d0c2-4796-a3a2-cc67b077a907,Frank Stepnick,South Portland ME PD,2.0,"11/05/2025, 01:30:42 PM UTC
11/05/2025, 03:30:42 PM UTC",Attempt to locate,,"11/05/2025, 03:16:04 PM UTC",lookup,2025-11-05 00:00:00,03:16:04,PM,UTC
40cfe2b8-5105-4902-8e12-d74af1fd3dfc,Jeff Levesque,South Portland ME PD,2.0,"10/08/2025, 04:00:00 AM UTC
11/05/2025, 02:47:59 PM UTC",Sopo theft,,"11/05/2025, 02:48:18 PM UTC",lookup - Mobile,2025-11-05 00:00:00,02:48:18,PM,UTC
a2c51ea3-4517-41cc-b22f-162e7642ea8b,Michael Armstrong,South Portland ME PD,2.0,"11/04/2025, 04:30:33 AM UTC
11/04/2025, 06:30:33 AM UTC",Hit and Run Crash,25027948.0,"11/04/2025, 06:28:19 AM UTC",search,2025-11-04 00:00:00,06:28:19,AM,UTC
bbb1f6a5-d1eb-40d8-938f-ea18a1a5602e,Frank Stepnick,South Portland ME PD,2.0,"11/04/2025, 04:00:00 AM UTC
11/04/2025, 05:30:00 AM UTC",Hit and run OEV,,"11/04/2025, 01:12:40 PM UTC",search,2025-11-04 00:00:00,01:12:40,PM,UTC
ea0ac44f-52ef-4186-989f-8535eec3963a,Frank Stepnick,South Portland ME PD,2.0,"11/04/2025, 04:30:00 AM UTC
11/04/2025, 05:30:00 AM UTC",Hit and run OEV,,"11/04/2025, 01:26:36 PM UTC",search,2025-11-04 00:00:00,01:26:36,PM,UTC
f8ec5d6f-2a87-48f9-af7d-ba78d22fe9e2,Frank Stepnick,South Portland ME PD,2.0,"11/04/2025, 12:07:39 AM UTC
11/04/2025, 12:07:39 PM UTC",Attempt to locate,,"11/04/2025, 12:07:40 PM UTC",search - Mobile,2025-11-04 00:00:00,12:07:40,PM,UTC
ec8c6dd5-a7c0-4af1-bc33-f75e18fac172,Frank Stepnick,South Portland ME PD,2.0,"11/04/2025, 12:14:38 AM UTC
11/04/2025, 12:14:38 PM UTC",Attempt to locate,,"11/04/2025, 12:14:40 PM UTC",search - Mobile,2025-11-04 00:00:00,12:14:40,PM,UTC
be7a5490-9273-488c-b134-28d699f57166,Frank Stepnick,South Portland ME PD,2.0,"11/04/2025, 04:00:00 AM UTC
11/04/2025, 05:56:59 AM UTC",Attempt to locate,,"11/04/2025, 12:17:34 PM UTC",search - Mobile,2025-11-04 00:00:00,12:17:34,PM,UTC
4688646a-d960-4274-b71d-6800ccffc968,Michael Armstrong,South Portland ME PD,2.0,"11/04/2025, 04:30:24 AM UTC
11/04/2025, 06:30:24 AM UTC",Hit and Run Crash,25027948.0,"11/04/2025, 06:22:54 AM UTC",search,2025-11-04 00:00:00,06:22:54,AM,UTC
e8c1d483-cca0-40d4-b093-88ece53f297b,Michael Armstrong,South Portland ME PD,2.0,"11/04/2025, 06:08:03 AM UTC
11/04/2025, 06:23:03 AM UTC",Hit and Run Crash,25027948.0,"11/04/2025, 06:23:24 AM UTC",search,2025-11-04 00:00:00,06:23:24,AM,UTC
45aa774b-da5c-4022-8637-d9a683792a61,Michael Armstrong,South Portland ME PD,2.0,"11/04/2025, 06:08:03 AM UTC
11/04/2025, 06:23:03 AM UTC",Hit and Run Crash,25027948.0,"11/04/2025, 06:24:40 AM UTC",search,2025-11-04 00:00:00,06:24:40,AM,UTC
87c90a6c-5fb1-4471-82ef-7f5b8ecce0c0,Michael Armstrong,South Portland ME PD,2.0,"11/04/2025, 06:08:03 AM UTC
11/04/2025, 06:23:03 AM UTC",Hit and Run Crash,25027948.0,"11/04/2025, 06:25:18 AM UTC",search,2025-11-04 00:00:00,06:25:18,AM,UTC
ca72dd3d-cf4d-45b2-ad24-44bd79b8ad11,Michael Armstrong,South Portland ME PD,2.0,"11/04/2025, 06:08:03 AM UTC
11/04/2025, 06:23:03 AM UTC",Hit and Run Crash,25027948.0,"11/04/2025, 06:25:31 AM UTC",search,2025-11-04 00:00:00,06:25:31,AM,UTC
25f6ad54-ea39-43e1-9453-00c0597d47f5,Michael Armstrong,South Portland ME PD,2.0,"11/04/2025, 04:30:33 AM UTC
11/04/2025, 06:30:33 AM UTC",Hit and Run Crash,25027948.0,"11/04/2025, 06:27:34 AM UTC",search,2025-11-04 00:00:00,06:27:34,AM,UTC
3c1bec88-bdef-4500-bb47-13274af63d46,Christopher Todd,South Portland ME PD,2.0,"10/28/2025, 10:30:00 AM UTC
10/31/2025, 12:30:00 PM UTC",SPPD File 1,,"10/31/2025, 12:24:26 PM UTC",lookup,2025-10-31 00:00:00,12:24:26,PM,UTC
5c303b0d-bb59-48cb-b73c-58f5915c2b87,Christopher Todd,South Portland ME PD,2.0,"10/31/2025, 03:00:38 PM UTC
10/31/2025, 05:00:38 PM UTC",File 1 Investigation,,"10/31/2025, 04:53:08 PM UTC",lookup,2025-10-31 00:00:00,04:53:08,PM,UTC
446856dc-2365-4958-bc67-98ceaf2493f9,Christopher Todd,South Portland ME PD,2.0,"10/30/2025, 09:00:00 AM UTC
10/31/2025, 05:00:00 PM UTC",File 1 Investigation,,"10/31/2025, 04:53:47 PM UTC",lookup,2025-10-31 00:00:00,04:53:47,PM,UTC
23e7c396-b43f-48f8-8509-d45b317a16e6,Christopher Todd,South Portland ME PD,2.0,"10/30/2025, 01:48:13 PM UTC
10/31/2025, 01:48:13 PM UTC",File 1 South Portland,,"10/31/2025, 01:48:15 PM UTC",lookup - Mobile,2025-10-31 00:00:00,01:48:15,PM,UTC
6db06962-292e-47ee-bad4-c2f12c84d0cb,Kevin Theriault,South Portland ME PD,2.0,"10/29/2025, 09:41:40 PM UTC
10/30/2025, 09:41:40 PM UTC",Stolen vehicle-SOPO,,"10/30/2025, 09:41:41 PM UTC",lookup - Mobile,2025-10-30 00:00:00,09:41:41,PM,UTC
c93ce343-4ca0-4cd1-a9b2-e94b1f42d09b,Kevin Theriault,South Portland ME PD,2.0,"10/29/2025, 09:41:47 PM UTC
10/30/2025, 09:41:47 PM UTC",Stolen vehicle-SOPO,,"10/30/2025, 09:41:47 PM UTC",lookup - Mobile,2025-10-30 00:00:00,09:41:47,PM,UTC
39021f4f-f653-4467-a826-164b668e2474,Kevin Theriault,South Portland ME PD,2.0,"10/23/2025, 09:41:49 PM UTC
10/30/2025, 09:41:49 PM UTC",Stolen vehicle-SOPO,,"10/30/2025, 09:41:51 PM UTC",lookup - Mobile,2025-10-30 00:00:00,09:41:51,PM,UTC
fe787a5f-1159-4faa-b7b2-a3b5fc73aff3,Jeff Levesque,South Portland ME PD,2.0,"10/14/2025, 11:00:04 AM UTC
10/28/2025, 11:00:04 AM UTC",portland file 1,,"10/28/2025, 10:55:06 AM UTC",lookup,2025-10-28 00:00:00,10:55:06,AM,UTC
814dce0e-b5d3-4737-9af7-0c83e89ad3fe,Jeff Levesque,South Portland ME PD,2.0,"10/14/2025, 11:00:04 AM UTC
10/28/2025, 11:00:04 AM UTC",portland file 1,,"10/28/2025, 12:06:35 PM UTC",lookup,2025-10-28 00:00:00,12:06:35,PM,UTC
ba7c4330-25a2-4463-998b-bf73b07aa0d0,Jeff Levesque,South Portland ME PD,2.0,"10/21/2025, 08:22:33 PM UTC
10/28/2025, 08:22:33 PM UTC",Miac request,,"10/28/2025, 08:22:34 PM UTC",lookup - Mobile,2025-10-28 00:00:00,08:22:34,PM,UTC
98ef6857-479c-4c23-b95b-9f63063cbaa0,Jeff Levesque,South Portland ME PD,2.0,"09/28/2025, 08:22:35 PM UTC
10/28/2025, 08:22:35 PM UTC",Miac request,,"10/28/2025, 08:22:36 PM UTC",lookup - Mobile,2025-10-28 00:00:00,08:22:36,PM,UTC
26db968f-0d9c-4129-9713-7c218355be6a,Jeff Levesque,South Portland ME PD,2.0,"09/28/2025, 02:00:44 PM UTC
10/28/2025, 02:00:44 PM UTC",sopo theft,,"10/28/2025, 01:47:21 PM UTC",lookup,2025-10-28 00:00:00,01:47:21,PM,UTC
d9709510-f425-437c-9e64-93fad6fa827d,Jeff Levesque,South Portland ME PD,2.0,"10/24/2025, 03:30:00 AM UTC
10/24/2025, 04:00:00 AM UTC",sopo theft,,"10/28/2025, 01:58:53 PM UTC",search,2025-10-28 00:00:00,01:58:53,PM,UTC
273fef11-a7d4-47e2-8c68-874b3389450e,Jeff Levesque,South Portland ME PD,2.0,"10/24/2025, 02:30:00 AM UTC
10/24/2025, 04:00:00 AM UTC",sopo theft,,"10/28/2025, 12:41:31 PM UTC",search,2025-10-28 00:00:00,12:41:31,PM,UTC
137a14f2-573b-4aa9-8aef-bf0bf43465aa,Jeff Levesque,South Portland ME PD,2.0,"10/24/2025, 02:00:00 AM UTC
10/24/2025, 04:00:00 AM UTC",sopo theft,,"10/28/2025, 12:42:27 PM UTC",search,2025-10-28 00:00:00,12:42:27,PM,UTC
dfd82208-6ca9-4c3e-a125-b04eee6d539a,Jeff Levesque,South Portland ME PD,2.0,"10/24/2025, 02:00:00 AM UTC
10/24/2025, 04:00:00 AM UTC",sopo theft,,"10/28/2025, 12:42:52 PM UTC",search,2025-10-28 00:00:00,12:42:52,PM,UTC
2abaa86b-2a19-407f-9b44-9ab2e488cfdc,Jeff Levesque,South Portland ME PD,2.0,"10/24/2025, 02:00:00 AM UTC
10/24/2025, 04:00:00 AM UTC",sopo theft,,"10/28/2025, 12:42:57 PM UTC",search,2025-10-28 00:00:00,12:42:57,PM,UTC
26de8e1d-f4cf-4760-8490-fd7812bc9fce,Jeff Levesque,South Portland ME PD,2.0,"10/24/2025, 02:00:00 AM UTC
10/24/2025, 04:00:00 AM UTC",sopo theft,,"10/28/2025, 12:44:48 PM UTC",search,2025-10-28 00:00:00,12:44:48,PM,UTC
ef48e776-c13a-4dc3-975c-d99c9fb76914,Jeff Levesque,South Portland ME PD,2.0,"10/24/2025, 02:00:00 AM UTC
10/24/2025, 04:00:00 AM UTC",sopo theft,,"10/28/2025, 12:45:22 PM UTC",search,2025-10-28 00:00:00,12:45:22,PM,UTC
f73584d7-8f10-4290-91dd-29089ae48b05,Jeff Levesque,South Portland ME PD,2.0,"10/24/2025, 03:30:00 AM UTC
10/24/2025, 04:30:00 AM UTC",sopo theft,,"10/28/2025, 12:48:14 PM UTC",search,2025-10-28 00:00:00,12:48:14,PM,UTC
79d5a34a-10bf-4f74-837c-d0505563ab21,Jeff Levesque,South Portland ME PD,2.0,"10/24/2025, 01:30:00 AM UTC
10/24/2025, 04:30:00 AM UTC",sopo theft,,"10/28/2025, 12:50:22 PM UTC",search,2025-10-28 00:00:00,12:50:22,PM,UTC
96dd84ec-336b-49ed-9cef-55b38df095ae,Jeff Levesque,South Portland ME PD,2.0,"09/28/2025, 01:00:47 PM UTC
10/28/2025, 01:00:47 PM UTC",sopo theft,,"10/28/2025, 12:51:22 PM UTC",search,2025-10-28 00:00:00,12:51:22,PM,UTC
82409da2-0a6e-426e-ad62-2253b8555a17,Jeff Levesque,South Portland ME PD,6240.0,"09/28/2025, 01:00:34 PM UTC
10/28/2025, 01:00:34 PM UTC",sopo theft,,"10/28/2025, 12:58:40 PM UTC",lookup,2025-10-28 00:00:00,12:58:40,PM,UTC
1c9cc701-594e-4190-8399-fd42bf208465,Jeff Levesque,South Portland ME PD,6240.0,"09/28/2025, 01:00:34 PM UTC
10/28/2025, 01:00:34 PM UTC",sopo theft,,"10/28/2025, 01:16:57 PM UTC",lookup,2025-10-28 00:00:00,01:16:57,PM,UTC
d5c1b3a8-9364-4d9c-b10c-6b41b0554107,Jeff Levesque,South Portland ME PD,6240.0,"09/28/2025, 01:00:34 PM UTC
10/28/2025, 01:00:34 PM UTC",sopo theft,,"10/28/2025, 01:17:25 PM UTC",lookup,2025-10-28 00:00:00,01:17:25,PM,UTC
